PERFORMANCE,DESCRICAO,SCENARIO,MARKET-TYPE,MBTI,E-I,S-N,T-F,J-P,SEED,TOTAL-DEMAND,CYCLES-TO-RETURN,MAX-VISITS-TO-AGENT,MIN-DISTANCE-TO-EXCLUDE
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2003,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2004,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2004,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2004,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2003,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2004,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2004,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2003,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2004,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2004,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2003,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2003,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2004,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2003,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2003,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2004,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2004,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2004,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2004,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2004,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2005,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2004,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2004,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2004,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2004,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2003,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2005,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2005,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2005,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2005,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2005,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2005,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2004,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2005,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2005,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2005,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2005,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2005,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2005,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2006,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2006,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2005,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2006,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2005,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2006,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2005,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2005,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2005,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2006,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2005,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2006,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2006,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2005,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2006,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2006,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2006,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2005,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2006,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2006,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2007,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2007,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2007,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2007,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2007,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2007,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2007,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2007,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2007,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2007,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2007,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2006,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2006,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2006,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2007,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2007,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2006,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2006,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2006,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2007,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2006,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2007,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2007,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2007,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2007,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2008,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2006,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2006,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2007,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2007,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2008,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2008,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2008,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2008,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2008,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2008,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2008,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2008,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2009,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2008,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2008,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2009,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2007,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2009,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2009,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2009,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2009,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2009,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2009,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2008,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2008,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2009,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2008,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2009,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2009,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2008,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2008,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2008,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2008,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2009,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2008,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2009,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2008,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2010,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2009,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2009,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2008,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2010,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2010,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2009,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2009,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2010,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2010,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2010,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2009,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2010,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2009,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2009,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2010,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2010,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2010,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2010,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2010,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2010,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2010,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2009,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2011,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2010,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2011,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2011,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2011,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2011,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2011,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2010,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2010,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2011,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2011,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2011,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2010,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2011,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2010,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2011,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2011,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2010,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2010,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2011,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2011,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2011,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2012,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2012,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2012,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2011,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2012,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2012,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2012,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2011,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2012,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2011,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2011,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2011,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2012,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2012,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2012,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2012,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2011,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2012,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2013,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2012,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2013,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2013,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2012,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2012,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2012,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2012,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2013,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2012,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2012,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2013,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2012,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2012,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2013,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2013,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2013,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2013,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2014,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2013,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2013,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2013,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2013,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2013,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2014,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2014,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2013,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2013,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2013,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2014,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2013,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2013,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2014,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2014,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2014,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2014,4688,75,3,10
1563,PROF15 - RANDOM,LOW,Demand>Supply,RRRR,R,R,R,R,2013,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2014,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2014,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2014,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2014,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2013,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2014,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2014,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2014,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2014,4688,75,3,10
1563,PROF8 - I+RANDOM,LOW,Demand>Supply,IRRR,I,R,R,R,2015,4688,75,3,10
1563,PROF16 - N+RANDOM,LOW,Demand>Supply,RNRR,R,N,R,R,2015,4688,75,3,10
1563,PROF1 - E+RANDOM,LOW,Demand>Supply,ERRR,E,R,R,R,2015,4688,75,3,10
1563,PROF17 - T+RANDOM,LOW,Demand>Supply,RRTR,R,R,T,R,2015,4688,75,3,10
1563,PROF20 - P+RANDOM,LOW,Demand>Supply,RRRP,R,R,R,P,2014,4688,75,3,10
1563,PROF18 - F+RANDOM,LOW,Demand>Supply,RRFR,R,R,F,R,2015,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2014,4688,75,3,10
1563,PROF15 - S+RANDOM,LOW,Demand>Supply,RSRR,R,S,R,R,2015,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2014,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2014,4688,75,3,10
1563,PROF5 - ESF+RANDOM,LOW,Demand>Supply,ESFR,E,S,F,R,2015,4688,75,3,10
1563,PROF19 - J+RANDOM,LOW,Demand>Supply,RRRJ,R,R,R,J,2015,4688,75,3,10
1563,PROF2 - ES+RANDOM,LOW,Demand>Supply,ESRR,E,S,R,R,2015,4688,75,3,10
1563,PROF6 - ENT+RANDOM,LOW,Demand>Supply,ENTR,E,N,T,R,2015,4688,75,3,10
1563,PROF3 - EN+RANDOM,LOW,Demand>Supply,ENRR,E,N,R,R,2015,4688,75,3,10
1563,PROF7 - ENF+RANDOM,LOW,Demand>Supply,ENFR,E,N,F,R,2015,4688,75,3,10
1563,PROF4 - EST+RANDOM,LOW,Demand>Supply,ESTR,E,S,T,R,2015,4688,75,3,10
1563,PROF11 - IST+RANDOM,LOW,Demand>Supply,ISTR,I,S,T,R,2015,4688,75,3,10
1563,PROF9 - IS+RANDOM,LOW,Demand>Supply,ISRR,I,S,R,R,2015,4688,75,3,10
1563,PROF12 - ISF+RANDOM,LOW,Demand>Supply,ISFR,I,S,F,R,2015,4688,75,3,10
1563,PROF14 - INF+RANDOM,LOW,Demand>Supply,INFR,I,N,F,R,2015,4688,75,3,10
1563,PROF13 - INT+RANDOM,LOW,Demand>Supply,INTR,I,N,T,R,2015,4688,75,3,10
1563,PROF10 - IN+RANDOM,LOW,Demand>Supply,INRR,I,N,R,R,2015,4688,75,3,10
